Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S00334,26,Male,8,Visual,18,No,72,70,90,Yes,Medium,10,7,B
S00335,26,Male,38,Auditory,19,No,64,52,63,Yes,Low,9,6,D
S00336,27,Female,46,Kinesthetic,13,No,82,89,62,Yes,Medium,1,5,A
S00337,23,Female,49,Kinesthetic,11,Yes,68,93,56,No,High,29,7,A
S00338,21,Male,8,Reading/Writing,9,Yes,57,78,63,No,Medium,19,6,B
S00339,23,Female,10,Auditory,0,No,53,69,79,Yes,Low,13,7,C
S00340,25,Male,13,Auditory,5,No,68,67,51,Yes,High,18,5,C
S00341,21,Male,7,Kinesthetic,14,No,61,46,81,Yes,Low,18,9,D
S00342,18,Male,19,Kinesthetic,10,No,92,96,92,No,Medium,30,6,A
S00343,23,Male,20,Visual,13,Yes,77,74,79,Yes,Medium,13,6,B
S00344,23,Male,43,Reading/Writing,10,No,85,44,97,No,High,28,4,D
S00345,20,Male,11,Kinesthetic,8,Yes,81,77,59,Yes,Medium,13,6,B
S00346,23,Female,12,Reading/Writing,3,No,92,74,73,Yes,Medium,8,7,B
S00347,26,Male,42,Auditory,14,No,52,100,95,No,High,3,8,A
S00348,19,Female,44,Visual,2,Yes,70,87,84,No,Medium,13,4,A
S00349,24,Male,7,Auditory,16,No,95,53,55,No,Medium,26,7,D
S00350,22,Female,8,Reading/Writing,19,No,62,92,53,Yes,Low,26,9,A
S00351,29,Female,43,Reading/Writing,1,No,65,47,89,Yes,Low,19,9,D
S00352,28,Female,35,Auditory,14,No,72,51,56,Yes,High,13,5,D
S00353,20,Female,23,Visual,12,No,54,47,80,No,Medium,17,5,D
S00354,29,Male,28,Visual,9,Yes,58,84,53,Yes,Medium,0,9,B
S00355,19,Male,34,Auditory,17,No,64,60,69,Yes,Low,26,8,C
S00356,24,Female,21,Auditory,20,No,51,60,56,Yes,High,2,8,C
S00357,27,Female,5,Auditory,19,Yes,89,47,80,Yes,Low,28,10,D
S00358,25,Other,49,Auditory,12,No,76,70,55,No,Low,17,9,B
S00359,26,Male,15,Kinesthetic,3,Yes,55,86,55,Yes,High,12,8,A
S00360,29,Female,17,Kinesthetic,9,No,52,69,67,No,High,20,8,C
S00361,25,Male,10,Auditory,10,Yes,91,64,69,Yes,High,7,10,C
S00362,20,Male,6,Auditory,13,Yes,90,77,87,Yes,Medium,10,4,B
S00363,26,Female,12,Kinesthetic,5,No,89,78,61,No,High,1,5,B
S00364,18,Female,30,Reading/Writing,5,No,77,55,56,Yes,High,20,9,C
S00365,19,Male,44,Reading/Writing,0,No,64,56,98,No,Medium,27,5,C
S00366,22,Female,45,Auditory,7,No,63,75,60,Yes,Low,4,6,B
S00367,29,Male,8,Reading/Writing,15,No,64,76,87,Yes,Medium,15,5,B
S00368,19,Male,45,Reading/Writing,15,No,92,84,91,Yes,High,18,7,B
S00369,27,Male,34,Visual,5,Yes,93,45,89,Yes,Medium,5,8,D
S00370,24,Female,26,Visual,7,No,91,42,50,Yes,Low,29,9,D
S00371,27,Male,41,Reading/Writing,2,No,51,91,60,Yes,Medium,3,7,A
S00372,18,Male,49,Auditory,1,No,100,86,86,No,Low,26,9,A
S00373,20,Male,38,Kinesthetic,15,Yes,88,68,77,Yes,High,6,10,C
S00374,29,Female,29,Auditory,16,No,90,83,51,Yes,Medium,18,6,B
S00375,25,Female,11,Kinesthetic,5,Yes,95,55,67,Yes,High,28,7,C
S00376,20,Male,6,Kinesthetic,20,Yes,64,64,57,No,Low,3,9,C
S00377,28,Female,47,Kinesthetic,17,No,98,81,75,Yes,Medium,9,4,B
S00378,27,Female,44,Auditory,20,Yes,70,89,56,Yes,Medium,24,7,A
S00379,25,Female,43,Reading/Writing,14,Yes,56,88,77,Yes,Medium,2,4,A
S00380,23,Male,39,Visual,10,No,87,89,77,No,High,18,7,A
S00381,21,Male,36,Auditory,12,Yes,91,53,87,No,Medium,1,10,D
S00382,27,Female,18,Visual,1,Yes,87,86,51,Yes,Low,1,8,A
S00383,18,Female,47,Reading/Writing,6,Yes,64,76,80,Yes,Medium,10,4,B
S00384,18,Male,46,Visual,18,No,57,50,87,Yes,Low,14,8,D
S00385,23,Female,6,Auditory,6,Yes,62,92,60,No,Low,3,8,A
S00386,28,Female,29,Kinesthetic,12,No,75,76,71,Yes,Medium,18,10,B
S00387,20,Male,22,Visual,17,Yes,50,45,88,Yes,Medium,5,5,D
S00388,23,Male,48,Visual,16,Yes,98,89,63,Yes,Medium,28,7,A
S00389,27,Female,20,Kinesthetic,13,No,68,56,61,Yes,Medium,19,6,C
S00390,26,Male,16,Kinesthetic,6,Yes,55,95,58,No,Low,17,7,A
S00391,18,Male,46,Kinesthetic,8,No,59,69,97,Yes,Medium,21,8,C
S00392,28,Male,29,Visual,14,Yes,82,77,86,Yes,Low,2,5,B
S00393,18,Male,17,Kinesthetic,13,Yes,68,73,80,No,Medium,6,5,B
S00394,27,Female,16,Kinesthetic,19,Yes,87,59,100,No,High,0,4,C
S00395,18,Female,23,Auditory,3,No,56,69,74,Yes,Medium,9,7,C
S00396,23,Male,34,Reading/Writing,10,Yes,100,59,80,No,Medium,16,4,C
S00397,27,Male,9,Reading/Writing,12,Yes,76,47,100,Yes,Medium,14,6,D
S00398,29,Male,35,Visual,11,No,81,47,50,No,Medium,21,7,D
S00399,23,Male,30,Reading/Writing,19,Yes,52,66,50,Yes,High,10,7,C
S00400,26,Female,9,Visual,3,Yes,57,80,64,No,Medium,29,7,B
S00401,18,Female,38,Auditory,16,Yes,50,72,62,No,Low,3,6,B
S00402,29,Female,25,Reading/Writing,13,Yes,71,59,77,Yes,High,30,4,C
S00403,26,Male,18,Auditory,10,Yes,77,97,96,Yes,Medium,11,5,A
S00404,19,Male,44,Kinesthetic,13,Yes,94,88,62,Yes,Medium,1,10,A
S00405,28,Female,36,Reading/Writing,20,No,76,48,51,Yes,High,28,10,D
S00406,24,Male,15,Visual,8,Yes,59,68,71,Yes,High,30,4,C
S00407,20,Female,10,Visual,20,Yes,93,51,50,Yes,Medium,20,10,D
S00408,19,Female,10,Visual,17,No,61,65,64,No,Medium,3,10,C
S00409,23,Male,11,Visual,20,No,72,53,62,Yes,Medium,11,9,D
S00410,26,Male,39,Reading/Writing,4,No,89,66,89,Yes,Low,2,6,C
S00411,21,Female,5,Auditory,0,Yes,57,42,52,Yes,Medium,14,4,D
S00412,20,Male,22,Auditory,14,No,58,51,89,Yes,Low,11,5,D
S00413,19,Male,40,Kinesthetic,15,Yes,59,56,75,Yes,Medium,0,8,C
S00414,27,Female,20,Visual,9,Yes,81,44,55,Yes,High,4,5,D
S00415,19,Female,21,Reading/Writing,13,No,79,76,60,No,Low,1,10,B
S00416,27,Male,36,Auditory,0,No,85,57,69,Yes,Medium,0,7,C
S00417,26,Male,23,Visual,2,Yes,69,46,71,No,Medium,14,9,D
S00418,18,Other,43,Visual,7,No,50,47,100,No,Medium,26,7,D
S00419,23,Male,21,Visual,10,Yes,64,98,81,Yes,High,15,8,A
S00420,21,Male,16,Kinesthetic,14,Yes,68,42,85,Yes,Medium,2,8,D
S00421,19,Female,37,Visual,16,No,80,63,50,No,Medium,3,7,C
S00422,29,Male,35,Kinesthetic,17,Yes,77,49,88,Yes,Medium,13,10,D
S00423,24,Male,47,Reading/Writing,5,Yes,52,85,83,Yes,High,7,8,A
S00424,29,Other,13,Visual,0,No,67,73,68,Yes,Medium,25,6,B
S00425,25,Female,41,Auditory,0,No,64,84,72,No,Medium,26,10,B
S00426,29,Female,38,Visual,12,Yes,67,63,66,Yes,Medium,5,7,C
S00427,25,Male,41,Reading/Writing,0,No,100,42,89,No,Low,4,6,D
S00428,25,Female,35,Kinesthetic,16,No,99,51,97,Yes,Low,26,6,D
S00429,28,Other,34,Auditory,18,No,64,50,87,Yes,Low,19,8,D
S00430,18,Female,37,Reading/Writing,6,Yes,66,64,78,No,Medium,11,5,C
S00431,21,Male,28,Kinesthetic,2,Yes,82,73,79,Yes,Low,28,4,B
S00432,26,Male,39,Kinesthetic,14,Yes,67,42,100,Yes,Low,5,8,D
S00433,29,Female,37,Reading/Writing,17,Yes,91,66,55,Yes,Medium,11,5,C
S00434,21,Male,25,Visual,17,Yes,88,92,79,No,Medium,11,6,A
S00435,18,Female,25,Visual,20,Yes,57,79,96,Yes,Medium,18,9,B
S00436,18,Male,46,Visual,19,Yes,83,42,95,Yes,High,16,8,D
S00437,20,Male,18,Reading/Writing,4,No,59,74,69,No,Medium,18,7,B
S00438,27,Male,28,Reading/Writing,18,Yes,72,56,51,Yes,Medium,27,9,C
S00439,27,Male,19,Reading/Writing,11,Yes,78,82,58,Yes,Medium,1,6,B
S00440,28,Female,30,Kinesthetic,11,No,50,94,76,Yes,Medium,20,8,A
S00441,22,Female,45,Visual,19,No,95,49,94,Yes,Low,11,9,D
S00442,26,Female,45,Visual,5,Yes,97,55,62,Yes,Medium,25,7,C
S00443,25,Female,15,Kinesthetic,15,No,96,90,65,Yes,High,22,4,A
S00444,27,Male,8,Visual,11,No,89,55,75,No,Low,2,8,C
S00445,20,Male,25,Visual,4,No,100,93,64,Yes,Medium,18,10,A
S00446,22,Male,16,Reading/Writing,5,No,88,80,53,Yes,Medium,10,7,B
S00447,25,Female,44,Kinesthetic,15,No,75,85,73,Yes,Medium,4,8,A
S00448,22,Female,22,Visual,11,No,67,99,79,Yes,Medium,9,5,A
S00449,21,Female,32,Auditory,17,No,82,47,98,Yes,High,8,8,D
S00450,23,Male,27,Reading/Writing,10,Yes,80,77,84,Yes,Medium,29,10,B
S00451,25,Male,11,Reading/Writing,7,Yes,94,52,98,Yes,Medium,7,10,D
S00452,21,Male,30,Visual,9,Yes,90,68,77,Yes,High,21,4,C
S00453,27,Female,15,Reading/Writing,8,No,72,76,73,No,Medium,3,10,B
S00454,18,Female,22,Visual,6,No,69,59,100,Yes,Medium,10,8,C
S00455,28,Male,7,Auditory,15,Yes,99,86,97,Yes,Medium,14,7,A
S00456,21,Male,46,Kinesthetic,4,No,55,47,96,No,Medium,13,4,D
S00457,19,Male,6,Kinesthetic,0,Yes,68,99,68,Yes,Low,30,10,A
S00458,19,Other,26,Reading/Writing,4,No,93,89,79,Yes,High,9,4,A
S00459,28,Male,42,Auditory,8,Yes,90,57,61,Yes,Medium,28,5,C
S00460,28,Female,34,Visual,8,Yes,68,66,70,Yes,Medium,5,10,C
S00461,22,Male,7,Visual,13,Yes,89,92,94,No,Low,27,8,A
S00462,19,Male,18,Visual,15,Yes,50,97,75,Yes,Medium,14,7,A
S00463,19,Female,24,Reading/Writing,0,Yes,67,46,94,No,Low,20,8,D
S00464,21,Male,5,Kinesthetic,18,Yes,65,100,57,No,Low,16,6,A
S00465,28,Male,15,Visual,5,No,71,51,50,Yes,Medium,21,9,D
S00466,29,Male,15,Auditory,5,Yes,72,94,66,No,Medium,9,4,A
S00467,24,Male,26,Visual,3,Yes,76,77,56,No,Medium,26,6,B
S00468,29,Male,39,Reading/Writing,7,No,96,54,53,Yes,Medium,26,7,D
S00469,22,Female,35,Auditory,19,Yes,50,60,56,Yes,Low,9,4,C
S00470,25,Female,13,Reading/Writing,7,Yes,78,49,93,Yes,Low,5,5,D
S00471,27,Female,26,Auditory,3,No,55,71,71,No,High,16,7,B
S00472,29,Female,47,Reading/Writing,15,Yes,58,47,55,Yes,Low,10,9,D
S00473,28,Male,23,Auditory,6,No,73,100,75,No,Medium,8,6,A
S00474,29,Female,13,Kinesthetic,20,No,50,84,86,Yes,Medium,20,6,B
S00475,26,Other,14,Visual,5,Yes,97,76,70,Yes,High,25,8,B
S00476,20,Male,13,Kinesthetic,1,Yes,78,48,81,No,Medium,17,6,D
S00477,28,Male,36,Reading/Writing,4,Yes,82,85,72,Yes,High,24,7,A
S00478,21,Female,22,Reading/Writing,5,Yes,73,47,79,Yes,Low,29,6,D
S00479,24,Female,48,Auditory,15,No,64,62,53,Yes,Low,8,10,C
S00480,23,Male,32,Auditory,16,Yes,84,68,98,Yes,Medium,4,8,C
S00481,18,Female,43,Auditory,1,Yes,87,51,62,Yes,Medium,5,6,D
S00482,23,Female,9,Auditory,16,Yes,92,77,71,Yes,Low,28,5,B
S00483,28,Male,28,Reading/Writing,11,Yes,56,92,70,No,Low,25,8,A
S00484,26,Male,27,Kinesthetic,16,No,55,88,82,Yes,Medium,28,4,A
S00485,23,Male,37,Visual,19,No,60,86,83,Yes,Medium,0,5,A
S00486,28,Male,16,Auditory,16,No,62,60,71,Yes,Medium,2,10,C
S00487,29,Female,6,Kinesthetic,17,No,77,55,83,Yes,High,5,6,C
S00488,23,Male,9,Kinesthetic,0,No,69,53,79,Yes,Low,3,7,D
S00489,28,Male,47,Kinesthetic,16,Yes,55,40,96,Yes,Low,28,5,D
S00490,18,Male,8,Auditory,15,Yes,54,50,78,No,Low,24,9,D
S00491,27,Male,39,Visual,1,Yes,86,89,80,Yes,Low,15,8,A
S00492,28,Male,6,Reading/Writing,15,Yes,94,48,73,Yes,Low,29,4,D
S00493,26,Male,47,Auditory,9,Yes,82,75,92,Yes,Low,19,5,B
S00494,21,Male,42,Reading/Writing,17,Yes,90,56,98,Yes,Medium,2,9,C
S00495,25,Female,36,Reading/Writing,11,No,94,71,98,Yes,High,14,5,B
S00496,24,Female,40,Auditory,0,No,90,83,78,Yes,Medium,25,7,B
S00497,23,Female,25,Visual,18,Yes,77,78,89,Yes,Medium,23,9,B
S00498,24,Female,23,Kinesthetic,9,Yes,54,66,76,Yes,Low,10,9,C
S00499,28,Male,41,Visual,4,Yes,53,49,54,Yes,High,4,7,D
S00500,21,Male,40,Auditory,14,Yes,87,70,84,No,Low,3,8,B
S00501,20,Female,30,Visual,18,Yes,99,60,66,Yes,Low,27,6,C
S00502,20,Female,39,Reading/Writing,20,Yes,79,68,71,Yes,High,20,6,C
S00503,22,Male,45,Visual,15,Yes,91,73,60,No,Medium,20,10,B
S00504,25,Male,17,Auditory,4,No,59,79,59,Yes,High,15,5,B
S00505,29,Female,43,Auditory,13,Yes,92,86,85,Yes,Medium,20,10,A
S00506,20,Female,37,Reading/Writing,3,Yes,60,89,95,Yes,Medium,20,10,A
S00507,18,Male,35,Auditory,0,Yes,70,75,100,No,Medium,6,4,B
S00508,23,Female,40,Visual,17,No,79,41,95,Yes,Medium,14,6,D
S00509,21,Female,37,Kinesthetic,14,Yes,82,95,69,No,Low,20,6,A
S00510,27,Female,26,Visual,8,Yes,66,47,66,Yes,Medium,6,6,D
S00511,24,Female,22,Auditory,11,Yes,79,42,65,Yes,Medium,6,9,D
S00512,24,Male,38,Reading/Writing,5,Yes,73,40,52,Yes,Medium,23,5,D
S00513,21,Other,9,Reading/Writing,9,No,86,59,84,Yes,Medium,7,6,C
S00514,19,Male,23,Auditory,17,No,86,44,73,No,Low,23,6,D
S00515,20,Male,37,Auditory,3,Yes,73,92,86,Yes,Medium,10,9,A
S00516,19,Male,25,Kinesthetic,5,Yes,70,41,81,Yes,Medium,12,6,D
S00517,27,Female,47,Visual,19,No,92,51,87,Yes,Low,9,6,D
S00518,20,Female,39,Visual,14,No,98,78,81,Yes,Medium,4,6,B
S00519,25,Female,42,Reading/Writing,15,Yes,76,88,56,Yes,Medium,7,6,A
S00520,22,Female,29,Reading/Writing,2,No,88,55,79,Yes,Low,30,7,C
S00521,19,Male,29,Kinesthetic,15,Yes,65,71,67,No,Medium,11,4,B
S00522,23,Male,18,Kinesthetic,20,Yes,68,100,93,Yes,High,12,10,A
S00523,20,Male,35,Visual,9,No,97,63,73,Yes,High,28,4,C
S00524,20,Female,47,Reading/Writing,15,No,67,68,53,Yes,Low,9,9,C
S00525,21,Female,40,Auditory,13,Yes,73,48,73,No,Low,18,6,D
S00526,19,Male,28,Visual,8,Yes,65,68,75,No,Medium,17,9,C
S00527,19,Female,35,Visual,4,Yes,73,77,57,Yes,High,17,4,B
S00528,25,Female,39,Reading/Writing,13,Yes,61,65,62,Yes,Medium,12,5,C
S00529,26,Female,27,Auditory,6,Yes,93,79,82,Yes,Low,9,6,B
S00530,26,Female,49,Reading/Writing,16,Yes,65,80,57,Yes,Medium,8,4,B
S00531,26,Male,39,Kinesthetic,12,Yes,73,100,62,Yes,Medium,14,10,A
S00532,21,Female,36,Reading/Writing,4,No,78,61,56,Yes,High,29,4,C
S00533,21,Male,38,Reading/Writing,6,No,83,95,96,Yes,Medium,1,9,A
S00534,23,Male,30,Visual,7,Yes,76,79,81,Yes,Low,22,6,B
S00535,23,Male,7,Visual,19,Yes,93,71,96,Yes,Medium,13,10,B
S00536,27,Female,23,Reading/Writing,16,No,89,43,78,Yes,Medium,20,6,D
S00537,23,Female,44,Reading/Writing,1,No,82,80,74,Yes,Medium,5,4,B
S00538,29,Female,34,Kinesthetic,3,No,84,83,55,Yes,Medium,21,4,B
S00539,19,Female,5,Kinesthetic,14,No,89,42,65,Yes,Low,29,4,D
S00540,23,Other,10,Kinesthetic,17,Yes,56,42,75,Yes,Medium,12,10,D
S00541,22,Male,37,Auditory,7,No,90,68,73,No,Medium,20,6,C
S00542,22,Male,18,Auditory,13,Yes,93,100,90,Yes,Medium,6,5,A
S00543,27,Female,9,Reading/Writing,17,No,55,56,65,Yes,Medium,1,5,C
S00544,24,Female,33,Auditory,1,Yes,55,68,69,Yes,Medium,8,5,C
S00545,21,Female,43,Reading/Writing,18,Yes,93,60,54,Yes,High,10,5,C
S00546,29,Male,33,Kinesthetic,18,Yes,83,62,59,Yes,Medium,2,9,C
S00547,29,Male,9,Reading/Writing,20,No,59,96,83,No,Medium,10,6,A
S00548,18,Male,35,Kinesthetic,7,No,96,61,99,Yes,Medium,23,10,C
S00549,21,Female,13,Visual,0,Yes,78,91,65,No,Medium,28,5,A
S00550,23,Male,43,Kinesthetic,3,Yes,66,97,67,No,High,2,10,A
S00551,19,Male,31,Kinesthetic,10,No,98,41,75,Yes,Medium,7,7,D
S00552,26,Female,10,Kinesthetic,13,No,54,73,70,Yes,High,0,7,B
S00553,23,Female,22,Kinesthetic,14,Yes,53,97,62,Yes,Medium,17,5,A
S00554,19,Male,34,Auditory,13,Yes,76,94,65,Yes,High,15,5,A
S00555,20,Male,23,Auditory,12,Yes,75,96,65,Yes,Low,28,7,A
S00556,25,Female,31,Auditory,9,No,67,58,79,Yes,Medium,19,5,C
S00557,27,Female,20,Reading/Writing,4,Yes,62,90,99,Yes,Medium,10,4,A
S00558,19,Male,5,Kinesthetic,2,No,69,44,63,Yes,Low,30,6,D
S00559,25,Female,7,Visual,13,Yes,67,67,79,Yes,Medium,3,6,C
S00560,21,Female,29,Kinesthetic,3,No,82,81,53,Yes,Low,21,4,B
S00561,25,Male,37,Auditory,10,No,75,78,65,Yes,High,18,8,B
S00562,22,Male,45,Auditory,0,Yes,81,95,76,No,Low,8,7,A
S00563,29,Female,48,Reading/Writing,20,No,58,96,76,No,Low,4,9,A
S00564,22,Other,42,Visual,14,No,69,61,83,No,Low,29,7,C
S00565,29,Female,33,Auditory,11,No,75,83,89,Yes,High,6,8,B
S00566,20,Male,37,Auditory,0,No,95,70,56,Yes,Medium,17,9,B
S00567,28,Female,29,Visual,6,Yes,68,53,95,Yes,Medium,19,8,D
S00568,27,Male,26,Kinesthetic,0,Yes,75,52,67,Yes,Low,14,8,D
S00569,24,Male,16,Kinesthetic,10,No,58,79,55,No,Low,1,8,B
S00570,28,Female,12,Kinesthetic,15,Yes,58,100,72,No,Low,23,7,A
S00571,18,Male,34,Reading/Writing,18,No,63,56,72,Yes,Medium,18,6,C
S00572,19,Female,6,Visual,17,Yes,83,48,81,Yes,Low,29,10,D
S00573,20,Female,12,Auditory,0,No,66,92,66,No,Low,4,10,A
S00574,27,Male,34,Kinesthetic,12,No,72,48,84,No,Medium,22,9,D
S00575,20,Female,43,Visual,1,Yes,64,90,93,Yes,High,19,7,A
S00576,24,Male,25,Reading/Writing,18,Yes,95,48,82,Yes,Medium,0,7,D
S00577,22,Other,22,Auditory,19,No,70,47,63,No,Medium,22,6,D
S00578,24,Female,36,Reading/Writing,4,Yes,79,97,63,Yes,High,10,5,A
S00579,26,Male,22,Reading/Writing,13,Yes,85,92,84,No,High,3,9,A
S00580,25,Male,20,Kinesthetic,20,Yes,52,53,85,Yes,Low,13,4,D
S00581,26,Male,24,Visual,6,No,87,81,94,Yes,Low,26,7,B
S00582,19,Female,8,Visual,6,Yes,57,89,66,Yes,Medium,9,6,A
S00583,22,Male,38,Visual,10,No,80,75,73,Yes,High,0,5,B
S00584,21,Female,23,Kinesthetic,4,Yes,97,79,80,Yes,Medium,13,8,B
S00585,18,Male,28,Reading/Writing,20,No,55,68,72,No,Low,27,10,C
S00586,25,Other,13,Visual,20,No,51,84,51,Yes,Medium,10,8,B
S00587,28,Female,35,Auditory,4,No,58,73,100,No,Low,7,6,B
S00588,27,Female,17,Visual,19,Yes,82,53,90,Yes,Medium,12,10,D
S00589,22,Male,16,Reading/Writing,14,Yes,92,75,59,No,High,0,5,B
S00590,21,Female,6,Kinesthetic,8,Yes,53,98,92,Yes,High,1,7,A
S00591,22,Male,12,Auditory,1,Yes,54,42,80,No,Low,4,8,D
S00592,20,Male,19,Auditory,20,Yes,56,70,86,Yes,Medium,23,9,B
S00593,28,Female,25,Reading/Writing,0,Yes,63,96,75,No,Low,4,7,A
S00594,28,Male,28,Reading/Writing,17,Yes,55,56,92,No,High,8,4,C
S00595,23,Male,27,Auditory,15,No,81,76,93,Yes,Low,25,10,B
S00596,28,Male,41,Kinesthetic,7,Yes,69,59,52,No,Medium,2,6,C
S00597,26,Female,33,Visual,7,No,79,72,70,Yes,Medium,28,6,B
S00598,18,Male,34,Reading/Writing,7,Yes,65,41,94,No,Medium,2,6,D
S00599,18,Female,48,Kinesthetic,11,Yes,88,65,89,No,Low,6,7,C
S00600,20,Female,35,Reading/Writing,8,No,59,77,85,No,High,18,7,B
S00601,29,Male,39,Auditory,17,Yes,81,91,91,Yes,High,11,6,A
S00602,26,Female,36,Kinesthetic,2,Yes,85,81,62,Yes,Medium,16,5,B
S00603,29,Female,38,Auditory,9,Yes,52,71,66,Yes,Medium,20,6,B
S00604,28,Male,25,Visual,5,Yes,83,76,60,No,Low,16,10,B
S00605,25,Male,29,Reading/Writing,0,Yes,96,44,65,Yes,Medium,6,4,D
S00606,24,Other,32,Kinesthetic,11,Yes,56,99,85,Yes,High,3,10,A
S00607,21,Female,45,Auditory,5,No,92,73,97,Yes,Low,27,5,B
S00608,28,Other,49,Auditory,12,No,79,60,80,No,High,3,4,C
S00609,18,Female,35,Auditory,19,No,87,90,75,Yes,High,16,10,A
S00610,27,Female,19,Visual,10,No,77,45,88,No,Low,30,9,D
S00611,19,Male,5,Auditory,2,Yes,67,76,70,Yes,Medium,1,10,B
S00612,20,Female,9,Reading/Writing,7,Yes,72,84,64,No,Medium,23,6,B
S00613,19,Female,38,Visual,18,Yes,51,93,80,No,Low,1,9,A
S00614,28,Other,49,Kinesthetic,20,Yes,73,96,97,Yes,Low,11,9,A
S00615,27,Female,22,Reading/Writing,14,Yes,80,79,81,Yes,High,0,9,B
S00616,20,Female,29,Kinesthetic,14,No,51,74,87,Yes,Medium,25,8,B
S00617,18,Female,16,Kinesthetic,16,No,90,80,79,Yes,Medium,20,8,B
S00618,23,Female,39,Reading/Writing,0,Yes,73,86,72,Yes,Medium,23,7,A
S00619,21,Male,21,Kinesthetic,18,No,61,48,94,No,Low,6,5,D
S00620,23,Female,48,Auditory,8,No,91,44,58,Yes,High,0,5,D
S00621,25,Other,46,Kinesthetic,4,Yes,96,65,89,No,High,4,8,C
S00622,27,Female,28,Visual,14,No,79,64,58,Yes,Medium,20,9,C
S00623,25,Female,18,Reading/Writing,11,Yes,80,80,68,Yes,Medium,2,6,B
S00624,23,Female,22,Auditory,13,Yes,68,76,89,No,Medium,15,5,B
S00625,18,Female,32,Visual,12,No,54,93,73,Yes,Medium,22,8,A
S00626,29,Male,39,Visual,11,Yes,77,58,75,Yes,Medium,22,6,C
S00627,26,Male,49,Auditory,15,Yes,56,87,51,Yes,Medium,30,9,A
S00628,29,Male,49,Kinesthetic,20,Yes,69,54,51,Yes,Low,8,4,D
S00629,21,Male,17,Reading/Writing,9,No,92,81,89,No,Low,25,5,B
S00630,20,Female,14,Auditory,13,Yes,93,62,64,Yes,Medium,21,7,C
S00631,22,Female,43,Kinesthetic,5,No,96,56,88,No,Low,6,8,C
S00632,24,Male,27,Auditory,4,No,99,95,95,Yes,High,0,4,A
S00633,18,Male,35,Reading/Writing,8,No,88,64,87,Yes,Low,24,9,C
S00634,23,Male,35,Reading/Writing,3,Yes,98,83,81,No,High,8,7,B
S00635,23,Male,44,Visual,16,Yes,56,92,60,No,High,23,4,A
S00636,28,Other,11,Auditory,4,No,91,78,65,No,High,20,6,B
S00637,20,Female,45,Auditory,8,Yes,92,68,60,No,Medium,3,8,C
S00638,28,Female,49,Reading/Writing,18,No,84,66,99,Yes,Low,27,8,C
S00639,22,Female,11,Visual,1,Yes,87,91,69,Yes,Low,5,6,A
S00640,26,Female,7,Kinesthetic,8,Yes,76,40,86,No,Low,22,8,D
S00641,21,Male,36,Reading/Writing,6,No,54,95,82,Yes,Low,8,6,A
S00642,27,Female,36,Visual,14,Yes,59,64,62,Yes,Medium,5,5,C
S00643,26,Female,42,Kinesthetic,1,Yes,96,92,84,Yes,Low,28,8,A
S00644,18,Other,9,Auditory,5,No,61,66,77,No,Medium,17,8,C
S00645,19,Male,16,Visual,2,Yes,76,65,76,Yes,High,13,8,C
S00646,25,Male,33,Kinesthetic,10,No,83,88,98,Yes,High,8,9,A
S00647,27,Male,44,Kinesthetic,20,No,64,68,85,Yes,High,1,5,C
S00648,18,Male,47,Visual,6,Yes,92,88,76,Yes,Medium,1,7,A
S00649,23,Female,7,Reading/Writing,3,Yes,96,52,81,Yes,Medium,25,4,D
S00650,22,Female,31,Reading/Writing,6,Yes,52,86,91,Yes,Medium,12,9,A
S00651,20,Male,38,Visual,18,Yes,56,52,72,Yes,Low,18,9,D
S00652,29,Male,17,Visual,16,No,81,61,100,No,Low,3,10,C
S00653,28,Female,17,Auditory,9,No,74,56,92,No,Low,27,4,C
S00654,20,Male,38,Reading/Writing,7,No,87,62,81,Yes,Low,24,4,C
S00655,24,Female,47,Reading/Writing,19,Yes,98,100,83,Yes,Medium,9,4,A
S00656,27,Male,20,Reading/Writing,18,Yes,78,54,58,No,Medium,17,8,D
S00657,20,Female,13,Auditory,2,Yes,55,49,52,Yes,Low,11,8,D
S00658,29,Male,12,Kinesthetic,0,Yes,61,58,62,No,High,26,4,C
S00659,21,Other,37,Auditory,14,Yes,55,67,92,No,High,21,4,C
S00660,29,Male,26,Kinesthetic,16,Yes,90,63,66,Yes,Low,22,5,C
S00661,21,Male,43,Reading/Writing,14,No,78,40,68,Yes,Low,13,5,D
S00662,21,Female,33,Visual,5,Yes,76,87,77,No,Medium,22,7,A
S00663,27,Female,6,Visual,2,No,66,55,96,No,Medium,21,5,C
S00664,18,Female,42,Reading/Writing,16,Yes,75,96,84,No,Medium,16,6,A
S00665,19,Male,6,Kinesthetic,10,Yes,62,82,53,Yes,Low,6,4,B
S00666,28,Male,39,Kinesthetic,4,Yes,62,50,73,No,Medium,30,6,D
S00667,19,Male,34,Auditory,2,No,63,54,69,Yes,Low,25,10,D
S00668,20,Female,27,Visual,10,Yes,89,68,62,No,Low,16,7,C
S00669,21,Male,40,Visual,5,Yes,69,73,56,Yes,Medium,1,8,B
S00670,21,Other,5,Kinesthetic,15,Yes,82,69,52,Yes,Low,16,8,C
